序号,站点KKS编码        ,标签点KKS编码      ,数据类型 ,工程单位         ,数据源地址       ,扫描周期         ,量程范围之下限   ,量程范围之上限   ,压缩偏移量    ,最大压缩时间,存储标识,描述信息                        
5197,SYSDC,SYS_Fir_6_GLZFL1,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机组锅炉总风量
5198,SYSDC,SYS_Fir_6_JZDGL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机组电功率
5199,SYSDC,SYS_Fir_6_SCRCHQKQYL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机组SCR吹灰器空气（蒸汽）压力
5200,SYSDC,SYS_Fir_6_TLBADMXDY,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6脱硫10KV母线电压
5201,SYSDC,SYS_Fir_6_TLCKFCND,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机组脱硫出口烟气粉尘浓度（折算前）
5202,SYSDC,SYS_Fir_6_TLCKFCND1,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6出口烟气粉尘浓度
5203,SYSDC,SYS_Fir_6_TLCKNOXND,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机组脱硫出口烟气NOX浓度（折算前）
5204,SYSDC,SYS_Fir_6_TLCKNOXND1,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6出口烟气NOX浓度
5205,SYSDC,SYS_Fir_6_TLCKO2ND,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6出口烟气O2浓度
5206,SYSDC,SYS_Fir_6_TLCKSO2ND,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机组脱硫出口烟气SO2浓度（折算前）
5207,SYSDC,SYS_Fir_6_TLCKSO2ND1,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6出口烟气SO2浓度
5208,SYSDC,SYS_Fir_6_TLCKYQLL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机组脱硫出口烟气流量
5209,SYSDC,SYS_Fir_6_TLCKYQLL1,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6出口烟气流量
5210,SYSDC,SYS_Fir_6_TLCKYQWD,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6出口烟气温度
5211,SYSDC,SYS_Fir_6_TLCKYQYL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6出口烟气压力
5212,SYSDC,SYS_Fir_6_TLCKYQYL(CEMS),float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6出口烟气压力CEMS
5213,SYSDC,SYS_Fir_6_TLGDDYJXDL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔除雾器冲洗水压力
5214,SYSDC,SYS_Fir_6_TLGDMXDY,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6脱硫10KV电源进线电流
5215,SYSDC,SYS_Fir_6_TLJJYGJLL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔供浆密度
5216,SYSDC,SYS_Fir_6_TLJJYGJTJFKD,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔供浆流量
5217,SYSDC,SYS_Fir_6_TLRKYQFCND,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6入口烟气烟尘浓度
5218,SYSDC,SYS_Fir_6_TLRKYQLL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机组脱硫入口烟气流量
5219,SYSDC,SYS_Fir_6_TLRKYQLL1,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6脱硫入口烟气流量
5220,SYSDC,SYS_Fir_6_TLRKYQO2ND,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6入口烟气O2浓度
5221,SYSDC,SYS_Fir_6_TLRKYQSO2ND,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6入口烟气SO2浓度
5222,SYSDC,SYS_Fir_6_TLRKYQWD1,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6入口烟气温度测点1
5223,SYSDC,SYS_Fir_6_TLRKYQWD2,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6入口烟气温度测点2
5224,SYSDC,SYS_Fir_6_TLRKYQWD3,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6入口烟气温度测点3
5225,SYSDC,SYS_Fir_6_TLRKYQYL1,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6入口烟气压力测点1
5226,SYSDC,SYS_Fir_6_TLRKYQYL2,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6入口烟气压力测点2
5227,SYSDC,SYS_Fir_6_TLRKYQYL3,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6入口烟气压力测点3
5228,SYSDC,SYS_Fir_6_TLXL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6脱硫效率
5229,SYSDC,SYS_Fir_6_XSFJYXZT1,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机组#1稀释风机电机运行
5230,SYSDC,SYS_Fir_6_XSFJYXZT2,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机组#2稀释风机电机运行
5231,SYSDC,SYS_Fir_6_XSTCWQCXSYL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔供浆调节阀开度
5232,SYSDC,SYS_Fir_6_XSTCWQHYQYL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔除雾器后烟气压力
5233,SYSDC,SYS_Fir_6_XSTCWQQYQYL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔除雾器前烟气压力
5234,SYSDC,SYS_Fir_6_XSTMD,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔密度
5235,SYSDC,SYS_Fir_6_XSTPHZ,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔PH值
5236,SYSDC,SYS_Fir_6_XSTXHJYYXDL1,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6A浆液循环泵电流
5237,SYSDC,SYS_Fir_6_XSTXHJYYXDL2,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6B浆液循环泵电流
5238,SYSDC,SYS_Fir_6_XSTXHJYYXDL3,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6C浆液循环泵电流
5239,SYSDC,SYS_Fir_6_XSTYW1,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔液位1
5240,SYSDC,SYS_Fir_6_XSTYW2,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔液位2
5241,SYSDC,SYS_Fir_6_XSTYW3,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6吸收塔液位3
5242,SYSDC,SYS_Fir_6_dsplBear1stHorRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-1#瓦相对振动（水平）
5243,SYSDC,SYS_Fir_6_dsplBear1stVerRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-1#瓦相对振动（垂直）
5244,SYSDC,SYS_Fir_6_dsplBear2ndHorRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-2#瓦相对振动（水平）
5245,SYSDC,SYS_Fir_6_dsplBear2ndVerRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-2#瓦相对振动（垂直）
5246,SYSDC,SYS_Fir_6_dsplBear3rdHorRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-3#瓦相对振动（水平）
5247,SYSDC,SYS_Fir_6_dsplBear3rdVerRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-3#瓦相对振动（垂直）
5248,SYSDC,SYS_Fir_6_dsplBear4thHorRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-4#瓦相对振动（水平）
5249,SYSDC,SYS_Fir_6_dsplBear4thVerRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-4#瓦相对振动（垂直）
5250,SYSDC,SYS_Fir_6_dsplBear5thHorRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-5#瓦相对振动（水平）
5251,SYSDC,SYS_Fir_6_dsplBear5thVerRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-5#瓦相对振动（垂直）
5252,SYSDC,SYS_Fir_6_dsplBear6thHorRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-6#瓦相对振动（水平）
5253,SYSDC,SYS_Fir_6_dsplBear6thVerRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-6#瓦相对振动（垂直）
5254,SYSDC,SYS_Fir_6_dsplBear7thHorRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-7#瓦相对振动（水平）
5255,SYSDC,SYS_Fir_6_dsplBear7thVerRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-7#瓦相对振动（垂直）
5256,SYSDC,SYS_Fir_6_dsplBear8thHorRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-8#瓦相对振动（水平）
5257,SYSDC,SYS_Fir_6_dsplBear8thVerRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-8#瓦相对振动（垂直）
5258,SYSDC,SYS_Fir_6_dsplBear9thHorRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-9#瓦相对振动（水平）
5259,SYSDC,SYS_Fir_6_dsplBear9thVerRltv,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-9#瓦相对振动（垂直）
5260,SYSDC,SYS_Fir_6_dsplTbnA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-轴向位移A
5261,SYSDC,SYS_Fir_6_dsplTbnB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-轴向位移B
5262,SYSDC,SYS_Fir_6_exDifHPTA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-高压缸胀差A
5263,SYSDC,SYS_Fir_6_exDifHPTB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-高压缸胀差B
5264,SYSDC,SYS_Fir_6_iCirAP,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-循环水泵A电流
5265,SYSDC,SYS_Fir_6_iCirBP,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-循环水泵B电流
5266,SYSDC,SYS_Fir_6_iCndAP,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-凝结水泵A电流
5267,SYSDC,SYS_Fir_6_iCndBP,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-凝结水泵B电流
5268,SYSDC,SYS_Fir_6_iFDA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧送风机电流
5269,SYSDC,SYS_Fir_6_iFDB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧送风机电流
5270,SYSDC,SYS_Fir_6_iIDAA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧引风机电流
5271,SYSDC,SYS_Fir_6_iIDAB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧引风机电流
5272,SYSDC,SYS_Fir_6_iMDFP,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-电动给水泵电流
5273,SYSDC,SYS_Fir_6_iMillA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A磨煤机电流
5274,SYSDC,SYS_Fir_6_iMillB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B磨煤机电流
5275,SYSDC,SYS_Fir_6_iMillC,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-C磨煤机电流
5276,SYSDC,SYS_Fir_6_iMillD,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-D磨煤机电流
5277,SYSDC,SYS_Fir_6_iMillE,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-E磨煤机电流
5278,SYSDC,SYS_Fir_6_iMillF,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-F磨煤机电流
5279,SYSDC,SYS_Fir_6_iPAA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧一次风机电流
5280,SYSDC,SYS_Fir_6_iPAB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧一次风机电流
5281,SYSDC,SYS_Fir_6_iTDFPABP,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-汽泵A前置泵电流
5282,SYSDC,SYS_Fir_6_iTDFPBBP,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-汽泵B前置泵电流
5283,SYSDC,SYS_Fir_6_p1stHPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-1号高加抽汽压力
5284,SYSDC,SYS_Fir_6_p1stLPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-5号低加抽汽压力
5285,SYSDC,SYS_Fir_6_p2ndHPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-2号高加抽汽压力
5286,SYSDC,SYS_Fir_6_p2ndLPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-6号低加抽汽压力
5287,SYSDC,SYS_Fir_6_p3rdHPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-3号高加抽汽压力
5288,SYSDC,SYS_Fir_6_p3rdLPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-7号低加抽汽压力
5289,SYSDC,SYS_Fir_6_p4thLPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-8号低加抽汽压力
5290,SYSDC,SYS_Fir_6_pBlrA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-炉膛负压A
5291,SYSDC,SYS_Fir_6_pBlrB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-炉膛负压B
5292,SYSDC,SYS_Fir_6_pDea,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-除氧器压力
5293,SYSDC,SYS_Fir_6_pDrum,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-汽包压力（分离器压力）
5294,SYSDC,SYS_Fir_6_pHRhtStm,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-机侧再热汽压力
5295,SYSDC,SYS_Fir_6_pLOil,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-润滑油压力
5296,SYSDC,SYS_Fir_6_pMnStm,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-机测主汽压力
5297,SYSDC,SYS_Fir_6_pPAA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧一次风机压力
5298,SYSDC,SYS_Fir_6_pPAB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧一次风机压力
5299,SYSDC,SYS_Fir_6_pwActiveFB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-厂高变有功
5300,SYSDC,SYS_Fir_6_pwActiveGen,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-发电机有功功率
5301,SYSDC,SYS_Fir_6_pwActiveMB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-主变压器有功功率
5302,SYSDC,SYS_Fir_6_pwReactiveGen,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-发电机无功功率
5303,SYSDC,SYS_Fir_6_ratFDA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧送风机动叶开度
5304,SYSDC,SYS_Fir_6_ratFDB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧送风机动叶开度
5305,SYSDC,SYS_Fir_6_ratIDAA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧引风机动叶开度
5306,SYSDC,SYS_Fir_6_ratIDAB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧引风机动叶开度
5307,SYSDC,SYS_Fir_6_ratPAA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧一次风机动叶开度
5308,SYSDC,SYS_Fir_6_ratPAB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧一次风机动叶开度
5309,SYSDC,SYS_Fir_6_rotSpdTbn,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-汽机转速
5310,SYSDC,SYS_Fir_6_st1stExtrMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-1#抽汽电动门运行状态
5311,SYSDC,SYS_Fir_6_st2ndExtrMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-2#抽汽电动门运行状态
5312,SYSDC,SYS_Fir_6_st3rdExtrMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-3#抽汽电动门运行状态
5313,SYSDC,SYS_Fir_6_st4thExtrMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-4#抽汽电动门运行状态
5314,SYSDC,SYS_Fir_6_st5thExtrMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-5#抽汽电动门运行状态
5315,SYSDC,SYS_Fir_6_st6thExtrMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-6#抽汽电动门运行状态
5316,SYSDC,SYS_Fir_6_stAPhA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A空预器运行状态
5317,SYSDC,SYS_Fir_6_stAPhAInSAVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧空预器进口烟气挡板电动门
5318,SYSDC,SYS_Fir_6_stAPhAOtSAVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧空预器出口二次风挡板电动门
5319,SYSDC,SYS_Fir_6_stAPhAPAVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧空预器出口一次风挡板电动门
5320,SYSDC,SYS_Fir_6_stAPhB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B空预器运行状态
5321,SYSDC,SYS_Fir_6_stAPhBInSAVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧空预器进口烟气挡板电动门
5322,SYSDC,SYS_Fir_6_stAPhBOtSAVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧空预器出口二次风挡板电动门
5323,SYSDC,SYS_Fir_6_stAPhBPAVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧空预器出口一次风挡板电动门
5324,SYSDC,SYS_Fir_6_stCirWPA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A循环水泵运行状态
5325,SYSDC,SYS_Fir_6_stCirWPB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B循环水泵运行状态
5326,SYSDC,SYS_Fir_6_stCndPA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A凝结水泵运行状态
5327,SYSDC,SYS_Fir_6_stCndPAOtVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A凝结水泵出口电动门状态
5328,SYSDC,SYS_Fir_6_stCndPB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B凝结水泵运行状态
5329,SYSDC,SYS_Fir_6_stCndPBOtVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B凝结水泵出口电动门状态
5330,SYSDC,SYS_Fir_6_stFDFA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A送风机运行状态
5331,SYSDC,SYS_Fir_6_stFDFAOtVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧送风机出口风门
5332,SYSDC,SYS_Fir_6_stFDFB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B送风机运行状态
5333,SYSDC,SYS_Fir_6_stFDFBOtVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧送风机出口风门
5334,SYSDC,SYS_Fir_6_stFWVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-锅炉主给水电动门运行状态
5335,SYSDC,SYS_Fir_6_stHPBpsStmVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-高旁进汽门状态
5336,SYSDC,SYS_Fir_6_stHPExhStmVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-高排逆止门状态
5337,SYSDC,SYS_Fir_6_stHPHInMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-高加入口电动门运行状态
5338,SYSDC,SYS_Fir_6_stHPHOtMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-高加出口电动门运行时状态
5339,SYSDC,SYS_Fir_6_stIDFA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A引风机运行状态
5340,SYSDC,SYS_Fir_6_stIDFAInVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧引风机入口风门
5341,SYSDC,SYS_Fir_6_stIDFAOtVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧引风机出口风门
5342,SYSDC,SYS_Fir_6_stIDFB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B引风机运行状态
5343,SYSDC,SYS_Fir_6_stIDFBInVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧引风机入口风门
5344,SYSDC,SYS_Fir_6_stIDFBOtVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧引风机出口风门
5345,SYSDC,SYS_Fir_6_stLPH5thBpsMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-5低加旁路电动门
5346,SYSDC,SYS_Fir_6_stLPH5thMotValIn,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-5低加进电动水门
5347,SYSDC,SYS_Fir_6_stLPH5thMotValOt,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-5低加出电动水门
5348,SYSDC,SYS_Fir_6_stLPH6thBpsMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-6低加旁路电动门
5349,SYSDC,SYS_Fir_6_stLPH6thMotValIn,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-6低加进电动水门
5350,SYSDC,SYS_Fir_6_stLPH6thMotValOt,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-6低加出电动水门
5351,SYSDC,SYS_Fir_6_stLPH78thBpsMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-7-8低加旁路电动门
5352,SYSDC,SYS_Fir_6_stLPH78thMotValIn,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-7-8低加进水电动门
5353,SYSDC,SYS_Fir_6_stLPH78thMotValOt,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-7-8低加出电动水门
5354,SYSDC,SYS_Fir_6_stLPStmIn,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-低旁进汽门状态
5355,SYSDC,SYS_Fir_6_stMDFPC,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-C给水泵运行状态
5356,SYSDC,SYS_Fir_6_stMDFPCOtMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-C给水泵出口电动门状态
5357,SYSDC,SYS_Fir_6_stMillA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A磨煤机运行状态
5358,SYSDC,SYS_Fir_6_stMillB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B磨煤机运行状态
5359,SYSDC,SYS_Fir_6_stMillC,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-C磨煤机运行状态
5360,SYSDC,SYS_Fir_6_stMillD,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-D磨煤机运行状态
5361,SYSDC,SYS_Fir_6_stMillE,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-E磨煤机运行状态
5362,SYSDC,SYS_Fir_6_stMillF,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-F磨煤机运行状态
5363,SYSDC,SYS_Fir_6_stPAFA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A一次风机运行状态
5364,SYSDC,SYS_Fir_6_stPAFAOtVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧一次风机出口风门
5365,SYSDC,SYS_Fir_6_stPAFB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B一次风机运行状态
5366,SYSDC,SYS_Fir_6_stPAFBOtVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧一次风机出口风门
5367,SYSDC,SYS_Fir_6_stRhtrSpyValA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-再减左电动门（调整门前）状态
5368,SYSDC,SYS_Fir_6_stRhtrSpyValB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-再减右电动门（调整门前）状态
